Commune 2020;Libellé;Annee;retraités non-salariés agricoles;retraités salariés agricoles
18232;Saint-Priest-la-Marche;2019;24;19
18233;Saint-Satur;2019;57;123
18234;Saint-Saturnin;2019;40;51
18235;Sainte-Solange;2019;31;82
18236;Saint-Symphorien;2019;N/A - secret statistique;7
18237;Sainte-Thorette;2019;11;20
18238;Saint-Vitte;2019;7;11
18240;Sancergues;2019;37;69
18241;Sancerre;2019;118;155
18242;Sancoins;2019;181;313
18243;Santranges;2019;28;28
18244;Saugy;2019;N/A - secret statistique;6
18245;Saulzais-le-Potier;2019;43;46
18246;Savigny-en-Sancerre;2019;55;75
18247;Savigny-en-Septaine;2019;12;30
18248;Senneçay;2019;10;24
18249;Sens-Beaujeu;2019;29;28
18250;Serruelles;2019;N/A - secret statistique;N/A - secret statistique
18251;Sévry;2019;N/A - secret statistique;N/A - secret statistique
18252;Sidiailles;2019;48;45
18253;Soulangis;2019;17;29
18254;Soye-en-Septaine;2019;15;28
18255;Le Subdray;2019;11;25
18256;Subligny;2019;29;25
18257;Sury-près-Léré;2019;19;36
18258;Sury-en-Vaux;2019;84;62
18259;Sury-ès-Bois;2019;36;27
18260;Tendron;2019;6;N/A - secret statistique
18261;Thaumiers;2019;19;34
18262;Thauvenay;2019;9;26
18263;Thénioux;2019;20;35
18264;Thou;2019;6;8
18265;Torteron;2019;N/A - secret statistique;40
18266;Touchay;2019;12;20
18267;Trouy;2019;46;159
18268;Uzay-le-Venon;2019;13;20
18269;Vailly-sur-Sauldre;2019;78;105
18270;Vallenay;2019;16;51
18271;Vasselay;2019;35;67
18272;Veaugues;2019;40;46
18273;Venesmes;2019;33;56
18274;Verdigny;2019;41;33
18275;Vereaux;2019;10;15
18276;Vernais;2019;21;18
18277;Verneuil;2019;0;N/A - secret statistique
18278;Vesdun;2019;44;58
18279;Vierzon;2019;281;1231
18280;Vignoux-sous-les-Aix;2019;16;47
18281;Vignoux-sur-Barangeon;2019;34;80
18282;Villabon;2019;15;27
18283;Villecelin;2019;13;11
18284;Villegenon;2019;22;18
18285;Villeneuve-sur-Cher;2019;15;29
18286;Villequiers;2019;16;27
18287;Vinon;2019;6;20
18288;Vorly;2019;13;18
18289;Vornay;2019;17;28
18290;Vouzeron;2019;8;20
19001;Affieux;2019;34;24
19002;Aix;2019;29;17
19003;Albignac;2019;30;16
19004;Albussac;2019;106;49
19005;Allassac;2019;189;217
19006;Alleyrat;2019;8;N/A - secret statistique
19007;Altillac;2019;74;63
19008;Ambrugeat;2019;9;13
19009;Les Angles-sur-Corrèze;2019;N/A - secret statistique;N/A - secret statistique
19010;Argentat-sur-Dordogne;2019;161;199
19011;Arnac-Pompadour;2019;117;125
19012;Astaillac;2019;19;10
19013;Aubazines;2019;35;23
19014;Auriac;2019;26;24
19015;Ayen;2019;52;41
19016;Bar;2019;34;13
19017;Bassignac-le-Bas;2019;18;14
19018;Bassignac-le-Haut;2019;19;21
19019;Beaulieu-sur-Dordogne;2019;136;98
19020;Beaumont;2019;20;15
19021;Bellechassagne;2019;N/A - secret statistique;6
19022;Benayes;2019;46;28
19023;Beynat;2019;99;73
19024;Beyssac;2019;59;52
19025;Beyssenac;2019;48;35
19026;Bilhac;2019;22;16
19027;Bonnefond;2019;18;9
19028;Bort-les-Orgues;2019;103;152
19029;Branceilles;2019;39;20
19030;Brignac-la-Plaine;2019;55;46
19031;Brive-la-Gaillarde;2019;700;1522
19033;Bugeat;2019;67;61
19034;Camps-Saint-Mathurin-Léobazel;2019;41;16
19035;Chabrignac;2019;56;58
19036;Chamberet;2019;182;98
19037;Chamboulive;2019;116;74
19038;Chameyrat;2019;78;84
19039;Champagnac-la-Noaille;2019;23;18
19040;Champagnac-la-Prune;2019;17;9
19041;Chanac-les-Mines;2019;22;27
19042;Chanteix;2019;50;19
19043;La Chapelle-aux-Brocs;2019;19;12
19044;La Chapelle-aux-Saints;2019;24;17
19045;La Chapelle-Saint-Géraud;2019;33;14
19046;Chapelle-Spinasse;2019;15;11
19047;Chartrier-Ferrière;2019;20;16
19048;Le Chastang;2019;18;24
19049;Chasteaux;2019;35;24
19050;Chauffour-sur-Vell;2019;43;24
19051;Chaumeil;2019;29;20
19052;Chavanac;2019;8;N/A - secret statistique
19053;Chaveroche;2019;11;10
19054;Chenailler-Mascheix;2019;43;21
19055;Chirac-Bellevue;2019;11;13
19056;Clergoux;2019;24;14
19057;Collonges-la-Rouge;2019;31;21
19058;Combressol;2019;16;20
19059;Concèze;2019;54;29
19060;Condat-sur-Ganaveix;2019;83;34
19061;Cornil;2019;84;87
19062;Corrèze;2019;81;80
19063;Cosnac;2019;55;82
19064;Couffy-sur-Sarsonne;2019;18;N/A - secret statistique
19065;Courteix;2019;10;N/A - secret statistique
19066;Cublac;2019;64;89
19067;Curemonte;2019;27;11
19068;Dampniat;2019;41;32
19069;Darazac;2019;14;15
19070;Darnets;2019;12;19
19071;Davignac;2019;27;22
19072;Donzenac;2019;101;87
19073;Égletons;2019;117;169
19074;L'Église-aux-Bois;2019;6;N/A - secret statistique
19075;Espagnac;2019;29;22
19076;Espartignac;2019;41;29
19077;Estivals;2019;11;7
19078;Estivaux;2019;34;21
19079;Eyburie;2019;70;21
19080;Eygurande;2019;71;53
19081;Eyrein;2019;19;19
19082;Favars;2019;52;43
19083;Feyt;2019;12;N/A - secret statistique
19084;Forgès;2019;25;25
19085;Gimel-les-Cascades;2019;33;40
19086;Goulles;2019;53;41
19087;Gourdon-Murat;2019;6;N/A - secret statistique
19088;Grandsaigne;2019;9;N/A - secret statistique
19089;Gros-Chastang;2019;15;9
19090;Gumond;2019;6;8
19091;Hautefage;2019;33;29
19092;Le Jardin;2019;7;N/A - secret statistique
19093;Jugeals-Nazareth;2019;29;29
19094;Juillac;2019;105;92
19095;Lacelle;2019;17;9
19096;Ladignac-sur-Rondelles;2019;23;17
19097;Lafage-sur-Sombre;2019;10;8
19098;Lagarde-Marc-la-Tour;2019;63;52
19099;Lagleygeolle;2019;32;14
19100;Lagraulière;2019;83;58
19101;Laguenne-sur-Avalouze;2019;32;39
19102;Lamazière-Basse;2019;35;20
19103;Lamazière-Haute;2019;16;N/A - secret statistique
19104;Lamongerie;2019;14;N/A - secret statistique
19105;Lanteuil;2019;43;27
19106;Lapleau;2019;19;31
19107;Larche;2019;28;51
19108;Laroche-près-Feyt;2019;13;N/A - secret statistique
19109;Lascaux;2019;14;15
19110;Latronche;2019;18;10
19111;Laval-sur-Luzège;2019;14;8
19112;Lestards;2019;11;N/A - secret statistique
19113;Liginiac;2019;44;59
19114;Lignareix;2019;9;10
19115;Ligneyrac;2019;38;13
19116;Liourdres;2019;25;14
19117;Lissac-sur-Couze;2019;33;26
19118;Le Lonzac;2019;85;42
19119;Lostanges;2019;21;9
19120;Louignac;2019;37;17
19121;Lubersac;2019;222;213
19122;Madranges;2019;11;11
19123;Malemort;2019;158;287
19124;Mansac;2019;95;91
19125;Marcillac-la-Croisille;2019;56;52
19126;Marcillac-la-Croze;2019;16;9
19128;Margerides;2019;24;9
19129;Masseret;2019;46;34
19130;Maussac;2019;22;23
19131;Meilhards;2019;87;37
19132;Ménoire;2019;11;N/A - secret statistique
19133;Mercœur;2019;49;21
19134;Merlines;2019;47;50
19135;Mestes;2019;14;19
19136;Meymac;2019;101;129
19137;Meyrignac-l'Église;2019;N/A - secret statistique;N/A - secret statistique
19138;Meyssac;2019;99;77
19139;Millevaches;2019;6;N/A - secret statistique
19140;Monceaux-sur-Dordogne;2019;81;45
19141;Monestier-Merlines;2019;11;12
19142;Monestier-Port-Dieu;2019;18;N/A - secret statistique
19143;Montaignac-Saint-Hippolyte;2019;28;35
19144;Montgibaud;2019;29;19
19145;Moustier-Ventadour;2019;16;19
19146;Naves;2019;132;153
19147;Nespouls;2019;32;28
19148;Neuvic;2019;80;116
19149;Neuville;2019;26;14
19150;Noailhac;2019;18;13
19151;Noailles;2019;19;23
19152;Nonards;2019;35;29
19153;Objat;2019;175;276
19154;Orgnac-sur-Vézère;2019;37;29
19155;Orliac-de-Bar;2019;21;18
19156;Palazinges;2019;11;9
19157;Palisse;2019;23;17
19158;Pandrignes;2019;13;12
19159;Péret-Bel-Air;2019;13;8
19160;Pérols-sur-Vézère;2019;11;13
19161;Perpezac-le-Blanc;2019;58;30
19162;Perpezac-le-Noir;2019;106;52
19163;Le Pescher;2019;18;15
19164;Peyrelevade;2019;60;50
19165;Peyrissac;2019;8;N/A - secret statistique
19166;Pierrefitte;2019;17;N/A - secret statistique
19167;Confolent-Port-Dieu;2019;9;N/A - secret statistique
19168;Pradines;2019;21;13
19169;Puy-d'Arnac;2019;42;22
19170;Queyssac-les-Vignes;2019;31;21
19171;Reygade;2019;32;19
19172;Rilhac-Treignac;2019;17;8
19173;Rilhac-Xaintrie;2019;43;40
19174;La Roche-Canillac;2019;N/A - secret statistique;6
19175;Roche-le-Peyroux;2019;N/A - secret statistique;N/A - secret statistique
19176;Rosiers-d'Égletons;2019;41;53
19177;Rosiers-de-Juillac;2019;21;20
19178;Sadroc;2019;78;52
19179;Saillac;2019;20;14
19180;Saint-Angel;2019;34;32
19181;Saint-Augustin;2019;47;31
19182;Saint-Aulaire;2019;65;52
19184;Saint-Bazile-de-Meyssac;2019;15;14
19186;Saint-Bonnet-Elvert;2019;19;12
19187;Saint-Bonnet-la-Rivière;2019;30;25
19188;Saint-Bonnet-l'Enfantier;2019;33;20
19189;Saint-Bonnet-les-Tours-de-Merle;2019;7;N/A - secret statistique
19190;Saint-Bonnet-près-Bort;2019;18;8
19191;Saint-Cernin-de-Larche;2019;19;21
19192;Saint-Chamant;2019;45;34
19193;Saint-Cirgues-la-Loutre;2019;31;20
19194;Saint-Clément;2019;96;59
19195;Saint-Cyprien;2019;23;20
19196;Saint-Cyr-la-Roche;2019;23;23
19198;Saint-Éloy-les-Tuileries;2019;13;10
19199;Saint-Étienne-aux-Clos;2019;23;19
19200;Saint-Étienne-la-Geneste;2019;N/A - secret statistique;N/A - secret statistique
19201;Saint-Exupéry-les-Roches;2019;54;34
19202;Sainte-Féréole;2019;137;96
19203;Sainte-Fortunade;2019;97;99
19204;Saint-Fréjoux;2019;25;21
19205;Saint-Geniez-ô-Merle;2019;17;10
19206;Saint-Germain-Lavolps;2019;9;11
19207;Saint-Germain-les-Vergnes;2019;74;47
19208;Saint-Hilaire-Foissac;2019;25;16
19209;Saint-Hilaire-les-Courbes;2019;19;7
19210;Saint-Hilaire-Luc;2019;9;N/A - secret statistique
19211;Saint-Hilaire-Peyroux;2019;76;48
19212;Saint-Hilaire-Taurieux;2019;19;6
19213;Saint-Jal;2019;57;38
19214;Saint-Julien-aux-Bois;2019;54;62
19215;Saint-Julien-le-Pèlerin;2019;36;23
19216;Saint-Julien-le-Vendômois;2019;42;26
19217;Saint-Julien-Maumont;2019;20;11
19219;Sainte-Marie-Lapanouze;2019;6;N/A - secret statistique
19220;Saint-Martial-de-Gimel;2019;31;28
19221;Saint-Martial-Entraygues;2019;7;N/A - secret statistique
19222;Saint-Martin-la-Méanne;2019;27;27
19223;Saint-Martin-Sepert;2019;49;23
19225;Saint-Merd-de-Lapleau;2019;15;17
19226;Saint-Merd-les-Oussines;2019;14;N/A - secret statistique
19227;Saint-Mexant;2019;69;56
19228;Saint-Pantaléon-de-Lapleau;2019;8;N/A - secret statistique
19229;Saint-Pantaléon-de-Larche;2019;106;141
19230;Saint-Pardoux-Corbier;2019;56;40
19231;Saint-Pardoux-la-Croisille;2019;11;11
19232;Saint-Pardoux-le-Neuf;2019;7;7
19233;Saint-Pardoux-le-Vieux;2019;18;10
19234;Saint-Pardoux-l'Ortigier;2019;36;19
19235;Saint-Paul;2019;22;20
19236;Saint-Priest-de-Gimel;2019;23;24
19237;Saint-Privat;2019;102;112
19238;Saint-Rémy;2019;17;18
19239;Saint-Robert;2019;30;26
19240;Saint-Salvadour;2019;14;14
19241;Saint-Setiers;2019;24;12
19242;Saint-Solve;2019;16;16
19243;Saint-Sornin-Lavolps;2019;75;89
19244;Saint-Sulpice-les-Bois;2019;N/A - secret statistique;N/A - secret statistique
19245;Saint-Sylvain;2019;7;N/A - secret statistique
19246;Saint-Viance;2019;72;100
19247;Saint-Victour;2019;18;10
19248;Saint-Ybard;2019;82;44
19249;Saint-Yrieix-le-Déjalat;2019;32;24
19250;Salon-la-Tour;2019;81;49
19251;Sarran;2019;31;15
19252;Sarroux - Saint Julien;2019;57;35
19253;Segonzac;2019;40;29
19254;Ségur-le-Château;2019;23;17
19255;Seilhac;2019;132;119
19256;Sérandon;2019;35;22
19257;Sérilhac;2019;37;21
19258;Servières-le-Château;2019;41;35
19259;Sexcles;2019;29;13
19260;Sioniac;2019;23;20
19261;Sornac;2019;42;65
19262;Soudaine-Lavinadière;2019;36;11
19263;Soudeilles;2019;14;10
19264;Soursac;2019;49;33
19265;Tarnac;2019;32;28
19266;Thalamy;2019;12;7
19268;Toy-Viam;2019;N/A - secret statistique;N/A - secret statistique
19269;Treignac;2019;107;92
19270;Troche;2019;54;31
19271;Tudeils;2019;26;20
19272;Tulle;2019;299;575
19273;Turenne;2019;49;39
19274;Ussac;2019;98;124
19275;Ussel;2019;266;409
19276;Uzerche;2019;141;124
19277;Valiergues;2019;10;10
19278;Varetz;2019;89;110
19279;Vars-sur-Roseix;2019;25;26
19280;Végennes;2019;34;25
19281;Veix;2019;10;7
19283;Veyrières;2019;6;N/A - secret statistique
19284;Viam;2019;9;N/A - secret statistique
19285;Vigeois;2019;135;91
19286;Vignols;2019;41;50
19287;Vitrac-sur-Montane;2019;26;18
19288;Voutezac;2019;72;75
19289;Yssandon;2019;91;57
21001;Agencourt;2019;10;23
21002;Agey;2019;10;9
21003;Ahuy;2019;9;38
21004;Aignay-le-Duc;2019;32;32
21005;Aiserey;2019;20;49
21006;Aisey-sur-Seine;2019;N/A - secret statistique;15
21007;Aisy-sous-Thil;2019;9;10
21008;Alise-Sainte-Reine;2019;8;32
21009;Allerey;2019;23;14
21010;Aloxe-Corton;2019;8;12
21011;Ampilly-les-Bordes;2019;17;N/A - secret statistique
21012;Ampilly-le-Sec;2019;18;25
21013;Ancey;2019;N/A - secret statistique;7
21014;Antheuil;2019;N/A - secret statistique;N/A - secret statistique
21015;Antigny-la-Ville;2019;13;N/A - secret statistique
21016;Arceau;2019;16;16
21017;Arcenant;2019;17;27
21018;Arcey;2019;N/A - secret statistique;N/A - secret statistique
21020;Arconcey;2019;26;11
21021;Arc-sur-Tille;2019;43;96
21022;Argilly;2019;16;27
21023;Arnay-le-Duc;2019;72;122
21024;Arnay-sous-Vitteaux;2019;10;9
21025;Arrans;2019;N/A - secret statistique;7
21026;Asnières-en-Montagne;2019;17;9
21027;Asnières-lès-Dijon;2019;13;32
21028;Athée;2019;35;42
21029;Athie;2019;N/A - secret statistique;N/A - secret statistique
21030;Aubaine;2019;8;7
21031;Aubigny-en-Plaine;2019;N/A - secret statistique;18
21032;Aubigny-la-Ronce;2019;11;8
21033;Aubigny-lès-Sombernon;2019;7;9
21034;Autricourt;2019;8;8
21035;Auvillars-sur-Saône;2019;6;10
21036;Auxant;2019;8;0
21037;Auxey-Duresses;2019;39;24
21038;Auxonne;2019;149;320
21039;Avelanges;2019;N/A - secret statistique;N/A - secret statistique
21040;Avosnes;2019;9;8
21041;Avot;2019;N/A - secret statistique;9
21042;Bagnot;2019;N/A - secret statistique;10
21043;Baigneux-les-Juifs;2019;12;21
21044;Balot;2019;11;9
21045;Barbirey-sur-Ouche;2019;N/A - secret statistique;N/A - secret statistique
21046;Bard-le-Régulier;2019;N/A - secret statistique;N/A - secret statistique
21047;Bard-lès-Époisses;2019;9;6
21048;Barges;2019;14;14
21049;Barjon;2019;N/A - secret statistique;N/A - secret statistique
21050;Baubigny;2019;23;20
21051;Baulme-la-Roche;2019;6;6
21052;Beaulieu;2019;0;N/A - secret statistique
21053;Beaumont-sur-Vingeanne;2019;16;12
21054;Beaune;2019;332;947
21055;Beaunotte;2019;N/A - secret statistique;N/A - secret statistique
21056;Beire-le-Châtel;2019;26;25
21057;Beire-le-Fort;2019;8;8
21058;Belan-sur-Ource;2019;15;30
21059;Bellefond;2019;19;22
21060;Belleneuve;2019;21;50
21061;Bellenod-sur-Seine;2019;9;6
21062;Bellenot-sous-Pouilly;2019;10;12
21063;Beneuvre;2019;11;9
21064;Benoisey;2019;13;9
21065;Bessey-en-Chaume;2019;18;8
21066;Bessey-la-Cour;2019;11;N/A - secret statistique
21067;Bessey-lès-Cîteaux;2019;6;17
21068;Beurey-Bauguay;2019;8;7
21069;Beurizot;2019;8;N/A - secret statistique
21070;Bévy;2019;N/A - secret statistique;N/A - secret statistique
21071;Bèze;2019;32;35
21072;Bézouotte;2019;N/A - secret statistique;10
21074;Billey;2019;6;7
21075;Billy-lès-Chanceaux;2019;10;N/A - secret statistique
21076;Binges;2019;21;30
21077;Bissey-la-Côte;2019;7;8
21078;Bissey-la-Pierre;2019;6;N/A - secret statistique
21079;Blagny-sur-Vingeanne;2019;14;12
21080;Blaisy-Bas;2019;9;27
21081;Blaisy-Haut;2019;N/A - secret statistique;7
21082;Blancey;2019;9;N/A - secret statistique
21083;Blanot;2019;13;6
21084;Source-Seine;2019;6;N/A - secret statistique
21085;Bligny-le-Sec;2019;21;8
21086;Bligny-lès-Beaune;2019;33;67
21087;Bligny-sur-Ouche;2019;28;57
21088;Boncourt-le-Bois;2019;N/A - secret statistique;11
21089;Bonnencontre;2019;7;17
21090;Boudreville;2019;N/A - secret statistique;7
21091;Bouhey;2019;N/A - secret statistique;6
21092;Bouilland;2019;9;6
21093;Bouix;2019;9;11
21094;Bourberain;2019;14;16
21095;Bousselange;2019;11;N/A - secret statistique
21096;Boussenois;2019;7;N/A - secret statistique
21097;Boussey;2019;N/A - secret statistique;N/A - secret statistique
21098;Boux-sous-Salmaise;2019;14;14
21099;Bouze-lès-Beaune;2019;7;13
21100;Brain;2019;N/A - secret statistique;0
21101;Braux;2019;10;6
21102;Brazey-en-Morvan;2019;21;10
21103;Brazey-en-Plaine;2019;38;102
21104;Brémur-et-Vaurois;2019;N/A - secret statistique;7
21105;Bressey-sur-Tille;2019;N/A - secret statistique;20
21106;Bretenière;2019;6;29
21107;Bretigny;2019;16;31
21108;Brianny;2019;9;7
21109;Brion-sur-Ource;2019;11;21
21110;Brochon;2019;26;24
21111;Brognon;2019;N/A - secret statistique;9
21112;Broin;2019;10;18
21113;Broindon;2019;N/A - secret statistique;N/A - secret statistique
21114;Buffon;2019;10;14
21115;Buncey;2019;11;36
21116;Bure-les-Templiers;2019;19;17
21117;Busseaut;2019;7;N/A - secret statistique
21118;Busserotte-et-Montenaille;2019;N/A - secret statistique;N/A - secret statistique
21119;Bussières;2019;12;N/A - secret statistique
21120;La Bussière-sur-Ouche;2019;N/A - secret statistique;N/A - secret statistique
21121;Bussy-la-Pesle;2019;6;N/A - secret statistique
21122;Bussy-le-Grand;2019;17;19
21123;Buxerolles;2019;6;N/A - secret statistique
21124;Censerey;2019;25;12
21125;Cérilly;2019;16;15
21126;Cessey-sur-Tille;2019;10;19
21127;Chaignay;2019;19;19
21128;Chailly-sur-Armançon;2019;13;18
21129;Chambain;2019;N/A - secret statistique;7
21130;Chambeire;2019;N/A - secret statistique;12
21131;Chamblanc;2019;16;21
21132;Chambœuf;2019;11;11
21133;Chambolle-Musigny;2019;21;19
21134;Chamesson;2019;6;17
21135;Champagne-sur-Vingeanne;2019;17;14
21136;Champagny;2019;N/A - secret statistique;N/A - secret statistique
21137;Champ-d'Oiseau;2019;N/A - secret statistique;6
21138;Champdôtre;2019;21;19
21139;Champeau-en-Morvan;2019;35;24
21140;Champignolles;2019;11;7
21141;Champrenault;2019;N/A - secret statistique;N/A - secret statistique
21142;Chanceaux;2019;17;20
21143;Channay;2019;N/A - secret statistique;N/A - secret statistique
21144;Charencey;2019;N/A - secret statistique;N/A - secret statistique
21145;Charigny;2019;N/A - secret statistique;N/A - secret statistique
21146;Charmes;2019;7;9
21147;Charny;2019;9;N/A - secret statistique
21148;Charrey-sur-Saône;2019;7;13
21149;Charrey-sur-Seine;2019;12;15
21150;Chassagne-Montrachet;2019;39;35
21151;Chassey;2019;6;6
21152;Châteauneuf;2019;6;6
21153;Châtellenot;2019;11;11
21154;Châtillon-sur-Seine;2019;137;453
21155;Chaudenay-la-Ville;2019;N/A - secret statistique;N/A - secret statistique
21156;Chaudenay-le-Château;2019;N/A - secret statistique;N/A - secret statistique
21157;Chaugey;2019;N/A - secret statistique;0
21158;Chaume-et-Courchamp;2019;12;12
21159;La Chaume;2019;9;18
21160;Chaume-lès-Baigneux;2019;8;N/A - secret statistique
21161;Chaumont-le-Bois;2019;N/A - secret statistique;6
21162;Chaux;2019;10;15
21163;Chazeuil;2019;19;7
21164;Chazilly;2019;13;6
21165;Chemin-d'Aisey;2019;9;N/A - secret statistique
21166;Chenôve;2019;58;401
21167;Cheuge;2019;N/A - secret statistique;N/A - secret statistique
21168;Chevannay;2019;N/A - secret statistique;N/A - secret statistique
21169;Chevannes;2019;N/A - secret statistique;8
21170;Chevigny-en-Valière;2019;10;9
21171;Chevigny-Saint-Sauveur;2019;55;271
21172;Chivres;2019;26;18
21173;Chorey-les-Beaune;2019;46;28
21175;Cirey-lès-Pontailler;2019;N/A - secret statistique;6
21176;Civry-en-Montagne;2019;6;N/A - secret statistique
21177;Clamerey;2019;11;12
21178;Valforêt;2019;14;16
21179;Clénay;2019;10;24
21180;Cléry;2019;10;7
21181;Clomot;2019;9;6
21182;Collonges-lès-Bévy;2019;N/A - secret statistique;N/A - secret statistique
21183;Collonges-et-Premières;2019;9;18
21184;Colombier;2019;N/A - secret statistique;0
21185;Combertault;2019;11;23
21186;Comblanchien;2019;13;29
21187;Commarin;2019;12;12
21189;Corberon;2019;18;19
21190;Corcelles-les-Arts;2019;11;17
21191;Corcelles-lès-Cîteaux;2019;12;26
21192;Corcelles-les-Monts;2019;N/A - secret statistique;28
21193;Corgengoux;2019;10;8
21194;Corgoloin;2019;24;56
21195;Cormot-Vauchignon;2019;6;12
21196;Corpeau;2019;12;54
21197;Corpoyer-la-Chapelle;2019;6;N/A - secret statistique
21198;Corrombles;2019;11;18
21199;Corsaint;2019;12;11
21200;Couchey;2019;20;42
21201;Coulmier-le-Sec;2019;21;23
21202;Courban;2019;12;16
21203;Courcelles-Frémoy;2019;9;6
21204;Courcelles-lès-Montbard;2019;N/A - secret statistique;N/A - secret statistique
21205;Courcelles-lès-Semur;2019;14;11
21207;Courlon;2019;N/A - secret statistique;N/A - secret statistique
21208;Courtivron;2019;N/A - secret statistique;8
21209;Couternon;2019;18;45
21210;Créancey;2019;14;15
21211;Crécey-sur-Tille;2019;N/A - secret statistique;N/A - secret statistique
21212;Crépand;2019;8;12
21214;Crugey;2019;N/A - secret statistique;15
21215;Cuiserey;2019;12;N/A - secret statistique
21216;Culètre;2019;10;6
21217;Curley;2019;N/A - secret statistique;N/A - secret statistique
21218;Curtil-Saint-Seine;2019;N/A - secret statistique;N/A - secret statistique
21219;Curtil-Vergy;2019;N/A - secret statistique;6
21220;Cussey-les-Forges;2019;10;10
21221;Cussy-la-Colonne;2019;N/A - secret statistique;N/A - secret statistique
21222;Cussy-le-Châtel;2019;21;10
21223;Daix;2019;16;33
21224;Dampierre-en-Montagne;2019;9;N/A - secret statistique
21225;Dampierre-et-Flée;2019;N/A - secret statistique;7
21226;Darcey;2019;11;24
21227;Darois;2019;6;18
21228;Détain-et-Bruant;2019;10;10
21229;Diancey;2019;12;N/A - secret statistique
21230;Diénay;2019;N/A - secret statistique;6
21231;Dijon;2019;561;2918
21232;Dompierre-en-Morvan;2019;12;13
21233;Drambon;2019;N/A - secret statistique;6
21234;Drée;2019;;
21235;Duesme;2019;6;N/A - secret statistique
21236;Ébaty;2019;N/A - secret statistique;12
